figure_id,filename,experiment,model,region,method,figure_type,period,description
BCC-CSM2-MR_ssp585_sna_ce_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_sna_ce_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,SNA_CE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_sna_c_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_sna_c_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,SNA_C,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_sna_ne_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_sna_ne_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,SNA_NE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_sna_n_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_sna_n_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,SNA_N,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_swio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_swio_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,SWIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_tasi_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_tasi_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,TASI,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_tna_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_tna_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,TNA,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_tsa_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_tsa_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,TSA,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_wtio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/BCC-CSM2-MR_ssp585_wtio_future_distribution_cdf_best_method.png,ssp585,BCC-CSM2-MR,WTIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp245_bmc_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_bmc_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,BMC,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_dmi_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_dmi_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,DMI,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nat_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_nat_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,NAT,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nino12_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_nino12_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,Nino 1+2,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nino34_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_nino34_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,Nino 3.4,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nino3_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_nino3_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,Nino 3,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nino4_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_nino4_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,Nino 4,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_sat_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_sat_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,SAT,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_setio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_setio_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,SETIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_sna_ce_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_sna_ce_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,SNA_CE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_sna_c_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_sna_c_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,SNA_C,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_sna_ne_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_sna_ne_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,SNA_NE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_sna_n_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_sna_n_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,SNA_N,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_swio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_swio_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,SWIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_tasi_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_tasi_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,TASI,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_tna_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_tna_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,TNA,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_tsa_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_tsa_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,TSA,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_wtio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp245_wtio_future_distribution_cdf_best_method.png,ssp245,CMCC-ESM2,WTIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp585_bmc_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_bmc_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,BMC,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_dmi_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_dmi_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,DMI,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_nat_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_nat_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,NAT,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_nino12_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_nino12_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,Nino 1+2,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_nino34_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_nino34_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,Nino 3.4,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_nino3_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_nino3_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,Nino 3,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_nino4_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_nino4_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,Nino 4,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_sat_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_sat_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,SAT,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_setio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_setio_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,SETIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_sna_ce_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_sna_ce_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,SNA_CE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_sna_c_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_sna_c_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,SNA_C,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_sna_ne_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_sna_ne_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,SNA_NE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_sna_n_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_sna_n_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,SNA_N,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_swio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_swio_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,SWIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_tasi_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_tasi_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,TASI,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_tna_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_tna_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,TNA,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_tsa_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_tsa_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,TSA,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp585_wtio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/CMCC-ESM2_ssp585_wtio_future_distribution_cdf_best_method.png,ssp585,CMCC-ESM2,WTIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp245_bmc_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_bmc_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,BMC,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_dmi_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_dmi_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,DMI,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_nat_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_nat_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,NAT,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_nino12_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_nino12_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,Nino 1+2,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_nino34_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_nino34_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,Nino 3.4,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_nino3_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_nino3_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,Nino 3,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_nino4_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_nino4_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,Nino 4,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_sat_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_sat_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,SAT,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_setio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_setio_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,SETIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_sna_ce_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_sna_ce_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,SNA_CE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_sna_c_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_sna_c_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,SNA_C,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_sna_ne_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_sna_ne_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,SNA_NE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_sna_n_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_sna_n_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,SNA_N,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_swio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_swio_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,SWIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_tasi_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_tasi_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,TASI,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_tna_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_tna_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,TNA,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_tsa_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_tsa_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,TSA,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp245_wtio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp245_wtio_future_distribution_cdf_best_method.png,ssp245,EC-EARTH3-Veg,WTIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
EC-EARTH3-Veg_ssp585_bmc_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_bmc_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,BMC,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_dmi_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_dmi_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,DMI,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_nat_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_nat_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,NAT,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_nino12_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_nino12_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,Nino 1+2,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_nino34_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_nino34_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,Nino 3.4,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_nino3_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_nino3_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,Nino 3,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_nino4_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_nino4_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,Nino 4,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_sat_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_sat_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,SAT,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_setio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_setio_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,SETIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_sna_ce_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_sna_ce_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,SNA_CE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_sna_c_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_sna_c_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,SNA_C,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_sna_ne_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_sna_ne_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,SNA_NE,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_sna_n_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_sna_n_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,SNA_N,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
EC-EARTH3-Veg_ssp585_swio_future_distribution_cdf_best_method,figures/bias_removal/ssps_distribution_cdf/EC-EARTH3-Veg_ssp585_swio_future_distribution_cdf_best_method.png,ssp585,EC-EARTH3-Veg,SWIO,best selected method,distribution_cdf,2015-2050,Projected distribution and empirical CDF comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
